id,Area,BHK,Bathroom,Furnishing,Locality,Place,Parking,Price,Status,Transaction,Type,Per_Sqft
534,1600,4,2,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Main Road society DDA Flats car parking 1 Open bathroom 2 balcony 2 ownership Freehold For slae Ground First Duplex in sarita vihar .posh locality in south delhi DDa coloney . This house spacious 4 bedrooms with 2 washrooms drawing and dinning . free hold proerty clear titel . near by all amnites . well develop location . read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",Mathura Road,1,15500000,Ready_to_move,Resale,Apartment,
535,1200,3,2,Semi-Furnished,Chittaranjan Park,Chittarajan,1,15500000,Ready_to_move,Resale,Builder_Floor,12916
536,1600,3,3,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,15200000,Ready_to_move,Resale,Apartment,
537,2000,4,4,Semi-Furnished,Patel Nagar West,Patel Nagar,3,15000000,Ready_to_move,Resale,Builder_Floor,7500
538,1500,3,3,Furnished,"Capital Apartment, Vasundhara Enclave",Vasundhara,2,15000000,Ready_to_move,Resale,Apartment,10000
539,1280,3,3,Furnished,Karol Bagh,karol bagh,2,15000000,Ready_to_move,Resale,Builder_Floor,14092
540,1450,3,3,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,2,15000000,Ready_to_move,New_Property,Apartment,8889
541,968.751,2,2,Semi-Furnished,"Aravali Apartments, Alaknanda",Alaknanda,2,15000000,Ready_to_move,Resale,Apartment,
542,1100,2,2,Unfurnished,Alaknanda,Alaknanda,2,15000000,Ready_to_move,Resale,Apartment,12500
543,1250,2,2,Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,2,15000000,Ready_to_move,Resale,Apartment,
544,900,2,2,Unfurnished,Kalkaji,kalkaji,2,15000000,Ready_to_move,Resale,Apartment,
545,1300,4,4,Semi-Furnished,Rohini Sector 22,Rohini,1,15000000,Ready_to_move,New_Property,Builder_Floor,6154
546,1300,4,4,Semi-Furnished,Rohini Sector 22,Rohini,1,15000000,Ready_to_move,New_Property,Builder_Floor,5255
547,2500,4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,15000000,Ready_to_move,New_Property,Apartment,6000
548,1782,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",Patel Nagar,1,15000000,Ready_to_move,Resale,Apartment,8418
549,1350,3,3,Semi-Furnished,"Pushkar Enclave, Paschim Vihar",Paschim vihar,1,15000000,Ready_to_move,Resale,Builder_Floor,11111
550,1800,3,3,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,15000000,Ready_to_move,New_Property,Builder_Floor,8333
551,800,2,2,Unfurnished,Lajpat Nagar 1,Lajpat,1,15000000,Ready_to_move,New_Property,Builder_Floor,
552,825,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,15000000,Ready_to_move,New_Property,Builder_Floor,7000
553,875,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,15000000,Ready_to_move,New_Property,Builder_Floor,7000
554,1100,2,2,Semi-Furnished,Vasant Kunj,Vasant kunj,1,15000000,Ready_to_move,Resale,Apartment,30556
555,1000,2,2,Unfurnished,"Kailash Colony, Greater Kailash",kailash,1,15000000,Ready_to_move,Resale,Builder_Floor,20930
556,1100,2,2,Semi-Furnished,Vasant Kunj,Vasant kunj,1,15000000,Ready_to_move,Resale,Apartment,
557,700,2,2,Unfurnished,Safdarjung Enclave,Safdarjung Enclave,1,15000000,Ready_to_move,Resale,Builder_Floor,14818
558,1400,3,2,Furnished,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,15000000,Ready_to_move,Resale,Apartment,
559,1380,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",dwarka,1,15000000,Ready_to_move,Resale,Apartment,
560,1300,2,2,Semi-Furnished,"Yamuna Apartment, Alaknanda",Alaknanda,1,15000000,Ready_to_move,Resale,Apartment,11538
561,900,2,2,Semi-Furnished,"Bhagwan Das Nagar, Punjabi Bagh",Punjabi Bhag,1,15000000,Ready_to_move,Resale,Builder_Floor,16667
562,900,4,1,Furnished,"Shastri Park, Shahdara",shahdara,1,15000000,Ready_to_move,Resale,Apartment,6667
563,1620,3,2,Semi-Furnished,"Crescent Apartments, Dwarka Sector 18",dwarka,1,14900000,Ready_to_move,Resale,Apartment,3524
564,1500,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",dwarka,1,14900000,Ready_to_move,Resale,Apartment,
565,1750,3,2,Furnished,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,14900000,Ready_to_move,Resale,Apartment,10700
566,1800,3,2,Semi-Furnished,Dwarka Sector 4,dwarka,1,14800000,Ready_to_move,Resale,Apartment,3524
567,1116,3,3,Semi-Furnished,Chittaranjan Park,Chittarajan,1,14700000,Ready_to_move,Resale,Builder_Floor,20938
568,850,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,2,14600000,Ready_to_move,Resale,Builder_Floor,9259
569,850,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,1,14600000,Ready_to_move,Resale,Builder_Floor,22000
570,1540,3,3,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",dwarka,1,14500000,Ready_to_move,Resale,Apartment,3524
571,800,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,14500000,Ready_to_move,New_Property,Builder_Floor,7000
572,1470,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",dwarka,1,14500000,Ready_to_move,Resale,Apartment,
573,810,2,2,Semi-Furnished,"Sukhdev Vihar, Okhla",okhla,1,14500000,Ready_to_move,Resale,Apartment,5556
574,1200,3,2,Semi-Furnished,Karol Bagh,karol bagh,1,14500000,Ready_to_move,Resale,Builder_Floor,7290
575,1200,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",Alaknanda,1,14300000,Ready_to_move,Resale,Apartment,11538
576,1550,3,2,Furnished,"Shri Agrasen Apartment, Dwarka Sector 7",dwarka,2,14200000,Ready_to_move,Resale,Apartment,3524
577,1470,3,2,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,2,14200000,Ready_to_move,New_Property,Apartment,10838
578,702,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,2,14200000,Ready_to_move,Resale,Apartment,10838
579,1525,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",dwarka,1,14200000,Ready_to_move,Resale,Apartment,3524
580,1459,3,3,Semi-Furnished,Vasundhara Enclave,Vasundhara,1,14200000,Ready_to_move,Resale,Apartment,
581,1350,3,3,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,14000000,Ready_to_move,Resale,Apartment,
582,1800,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,2,14000000,Ready_to_move,Resale,Builder_Floor,
583,1400,2,2,Semi-Furnished,Alaknanda,Alaknanda,2,14000000,Ready_to_move,Resale,Apartment,12500
584,1650,4,3,Furnished,Shahdara,shahdara,1,14000000,Almost_ready,New_Property,Apartment,3901
585,1650,4,3,Furnished,Shahdara,shahdara,1,14000000,Almost_ready,New_Property,Apartment,6667
586,1500,3,3,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,14000000,Ready_to_move,Resale,Apartment,
587,800,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,14000000,Ready_to_move,New_Property,Builder_Floor,
588,1500,3,2,Unfurnished,Sarita Vihar Pocket F,sarita vihar,1,14000000,Ready_to_move,Resale,Apartment,15384
589,1450,3,2,Furnished,"Satyam Apartment, Vasundhara Enclave",Vasundhara,1,14000000,Ready_to_move,Resale,Apartment,9655
590,810,2,2,Semi-Furnished,Kalkaji,kalkaji,1,14000000,Ready_to_move,New_Property,Builder_Floor,18000
591,980,2,2,Semi-Furnished,"Shivalik Apartments, Alaknanda",Alaknanda,2,13800000,Ready_to_move,Resale,Apartment,
592,1150,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,13600000,Ready_to_move,Resale,Apartment,
593,1500,3,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,13600000,Ready_to_move,Resale,Apartment,
594,750,2,2,Unfurnished,Lajpat Nagar 4,Lajpat,1,13600000,Ready_to_move,New_Property,Builder_Floor,
595,1200,3,3,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,13500000,Ready_to_move,Resale,Apartment,
596,1675,4,3,Furnished,Mehrauli,Mehrauli,2,13500000,Ready_to_move,Resale,Builder_Floor,8060
597,1200,3,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,13500000,Ready_to_move,Resale,Apartment,
598,900,3,2,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,2,13500000,Ready_to_move,Resale,Apartment,7666
599,750,3,2,Furnished,"Sukhdev Vihar, Okhla",okhla,2,13500000,Ready_to_move,Resale,Apartment,16917
600,1138,2,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,2,13500000,Ready_to_move,New_Property,Apartment,10838
601,1100,2,2,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,13500000,Ready_to_move,Resale,Apartment,12272
602,1400,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",dwarka,1,13500000,Ready_to_move,Resale,Apartment,3524
603,1360,4,3,Semi-Furnished,Rohini Sector 24,Rohini,1,13500000,Ready_to_move,New_Property,Builder_Floor,5255
604,1600,3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,13500000,Ready_to_move,New_Property,Apartment,8438
605,900,2,2,Semi-Furnished,Lajpat Nagar,Lajpat,1,13500000,Ready_to_move,New_Property,Apartment,
606,1500,3,2,None,"Sarita Vihar, Mathura Road carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale ownership Freehold overlooking Main Road car parking 1 Open bathroom 2 balcony 2 furnishing Unfurnished For sale second third duplex .spacious 3 bedrooms with 2 washrooms drawing and dining and moduler kitchen one scooter garrage. read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",Mathura Road,1,13500000,Ready_to_move,Resale,None,
607,1150,2,2,Unfurnished,Sarita Vihar Pocket B,sarita vihar,1,13500000,Ready_to_move,Resale,Apartment,15384
608,850,2,2,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,1,13500000,Ready_to_move,Resale,Apartment,15882
609,1300,3,2,Unfurnished,"Deshbandhu Apartments, Kalkaji carpet area 1300 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road society Deshbandhu Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Third Floor with terrace 3 bhk builder floor apartment with 2 attached bathrooms located in kalkaji Deshbandu apartment . all water and electrical connections installed, very spacious drawing room , 2 balconies in front and rear each dedicated parking spot for 1 car. extra parking space available for additional cars, Immediately for sale , read more Contact Agent View Phone No. Share Feedback Agent Bhawani Realtors",kalkaji,1,13500000,Ready_to_move,Resale,Apartment,18000
610,900,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,2,13400000,Ready_to_move,New_Property,Builder_Floor,18507
611,950,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,13200000,Ready_to_move,Resale,Apartment,
612,1550,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",dwarka,1,13200000,Ready_to_move,Resale,Apartment,
613,1100,3,2,Semi-Furnished,Paschim Vihar,Paschim vihar,2,13100000,Ready_to_move,Resale,Apartment,14722
614,1150,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",sarita vihar,2,13100000,Ready_to_move,Resale,Apartment,
615,750,2,2,Unfurnished,Malviya Nagar,Malviya Nagar,0,13000000,Almost_ready,New_Property,Builder_Floor,
616,1500,2,2,Semi-Furnished,Malviya Nagar,Malviya Nagar,3,13000000,Ready_to_move,New_Property,Builder_Floor,14888
617,900,2,2,Semi-Furnished,"Amar Colony, Lajpat Nagar",Lajpat,2,13000000,Ready_to_move,New_Property,Builder_Floor,14444
618,960,2,2,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",Paschim vihar,2,13000000,Ready_to_move,Resale,Apartment,14722
619,1000,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",sarita vihar,2,13000000,Ready_to_move,Resale,Apartment,
620,1600,4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,13000000,Ready_to_move,New_Property,Apartment,8125
621,1550,4,3,Semi-Furnished,Rohini Sector 24,Rohini,1,13000000,Ready_to_move,New_Property,Builder_Floor,30556
622,900,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,13000000,Ready_to_move,New_Property,Builder_Floor,7000
623,1200,2,2,Semi-Furnished,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,13000000,Ready_to_move,Resale,Apartment,
624,950,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,12900000,Ready_to_move,Resale,Apartment,
625,950,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,12700000,Ready_to_move,Resale,Apartment,
626,1050,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,12700000,Ready_to_move,Resale,Apartment,
627,1214,2,2,Furnished,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,12600000,Ready_to_move,Resale,Apartment,
628,1500,4,1,Unfurnished,"Dilshad Garden carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished bathroom 1 balcony 2 Mig dda flat located at a very prime location near to market, school, hospital, metro station etc. Contact Owner View Phone No. Share Feedback Owner R",Dilshad,0,12500000,Ready_to_move,Resale,Apartment,
629,1350,2,2,Furnished,Lajpat Nagar 2,Lajpat,4,12500000,Ready_to_move,Resale,Builder_Floor,9259
630,1050,3,2,Semi-Furnished,Chittaranjan Park,Chittarajan,3,12500000,Ready_to_move,Resale,Builder_Floor,12916
631,900,2,3,Semi-Furnished,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",Malviya Nagar,2,12500000,Ready_to_move,Resale,Builder_Floor,14888
632,1100,3,3,Semi-Furnished,"Sukhdev Vihar, Okhla",okhla,2,12500000,Ready_to_move,Resale,Apartment,2778
633,900,2,2,Furnished,Lajpat Nagar 2,Lajpat,2,12500000,Ready_to_move,Resale,Builder_Floor,7000
634,1150,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,12500000,Ready_to_move,Resale,Apartment,
635,1800,4,4,Semi-Furnished,"Project Paryavaran Complex, Saket",saket,1,12500000,Ready_to_move,Resale,Builder_Floor,6944
636,1800,4,4,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,1,12500000,Ready_to_move,Resale,Builder_Floor,
637,1550,4,3,Semi-Furnished,Rohini Sector 24,Rohini,1,12500000,Ready_to_move,New_Property,Builder_Floor,5255
638,1000,3,3,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",Laxmi Nagar,1,12500000,Ready_to_move,Resale,Builder_Floor,5666
639,1500,3,3,Unfurnished,Patel Nagar West,Patel Nagar,1,12500000,Ready_to_move,Resale,Builder_Floor,8333
640,900,3,3,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,Safdarjung Enclave,1,12500000,Ready_to_move,New_Property,Builder_Floor,14818
641,1280,2,2,Furnished,Lajpat Nagar,Lajpat,1,12500000,Ready_to_move,Resale,Builder_Floor,
642,900,2,2,Unfurnished,Paschim Vihar,Paschim vihar,1,12500000,Ready_to_move,Resale,Builder_Floor,13889
643,1200,3,2,Semi-Furnished,"Mahesh Apartment, Vasundhara Enclave",Vasundhara,1,12500000,Ready_to_move,Resale,Apartment,9655
644,950,2,2,Furnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",karol bagh,1,12500000,Ready_to_move,Resale,Apartment,8761
645,1100,2,2,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,1,12500000,Ready_to_move,Resale,Apartment,11363
646,1800,4,4,Furnished,"Sidharth Enclave, Kilokri, Ring Road",kilokri,2,12000000,Ready_to_move,New_Property,Apartment,6667
647,1075,2,2,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",Vasant kunj,2,12000000,Ready_to_move,New_Property,Apartment,15500
648,1000,3,2,Furnished,"Fancy Apartments, Vasundhara Enclave",Vasundhara,2,12000000,Ready_to_move,Resale,Apartment,
649,1500,3,3,Semi-Furnished,Vasundhara Enclave,Vasundhara,1,12000000,Ready_to_move,Resale,Apartment,
650,1150,3,3,Semi-Furnished,Vasundhara Enclave,Vasundhara,1,12000000,Ready_to_move,Resale,Apartment,9655
651,1350,3,3,Semi-Furnished,"New Delhi Apartment, Vasundhara Enclave",Vasundhara,1,12000000,Ready_to_move,Resale,Apartment,9655
652,1460,3,3,Unfurnished,Vasundhara Enclave,Vasundhara,1,12000000,Ready_to_move,Resale,Apartment,9655
653,1640,3,3,Unfurnished,Punjabi Bagh West,Punjabi Bhag,1,12000000,Ready_to_move,Resale,Apartment,
654,914.9315,2,2,Semi-Furnished,Rohini Sector 5,Rohini,1,12000000,Ready_to_move,Resale,Builder_Floor,6154
655,1500,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,12000000,Ready_to_move,New_Property,Apartment,8000
656,140,3,2,Unfurnished,"Punjabi Basti, Patel Nagar",Punjabi Bhag,1,12000000,Ready_to_move,New_Property,Builder_Floor,85714
657,900,3,2,Unfurnished,Patel Nagar West,Patel Nagar,1,12000000,Ready_to_move,Resale,Builder_Floor,13333
658,800,3,2,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",Paschim vihar,1,12000000,Ready_to_move,Resale,Builder_Floor,10943
659,800,2,2,Semi-Furnished,Malviya Nagar,Malviya Nagar,1,12000000,Ready_to_move,New_Property,Builder_Floor,14888
660,975,3,2,Semi-Furnished,Vasundhara Enclave,Vasundhara,1,12000000,Ready_to_move,Resale,Apartment,
661,1000,2,2,Unfurnished,"Sukhdev Vihar, Okhla",okhla,2,11700000,Ready_to_move,Resale,Builder_Floor,16917
662,1450,3,3,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",Vasundhara,1,11600000,Ready_to_move,Resale,Apartment,9655
663,1700,4,3,Unfurnished,Laxmi Nagar,Laxmi Nagar,2,11500000,Ready_to_move,New_Property,Builder_Floor,32000
664,125,3,3,Semi-Furnished,Chittaranjan Park,Chittarajan,2,11500000,Ready_to_move,New_Property,Builder_Floor,6878
665,750,2,2,Semi-Furnished,"Vinoba Puri, Lajpat Nagar",Lajpat,2,11500000,Ready_to_move,New_Property,Builder_Floor,9259
666,750,2,2,Unfurnished,Malviya Nagar,Malviya Nagar,2,11500000,Almost_ready,New_Property,Builder_Floor,14888
667,1300,3,2,Semi-Furnished,"Samrat Apartment, Vasundhara Enclave",Vasundhara,2,11500000,Ready_to_move,Resale,Apartment,
668,1450,3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,11500000,Ready_to_move,New_Property,Apartment,7931
669,1300,4,3,Furnished,"Mansarowar Park, Shahdara",shahdara,1,11500000,Ready_to_move,New_Property,Builder_Floor,3901
670,600,2,2,Semi-Furnished,"Amar Colony, Lajpat Nagar",Lajpat,1,11500000,Ready_to_move,New_Property,Builder_Floor,
671,850,2,2,Semi-Furnished,Lajpat Nagar 1,Lajpat,1,11500000,Ready_to_move,Resale,Builder_Floor,
672,990,2,2,Unfurnished,Chittaranjan Park Block A,Chittarajan,1,11500000,Ready_to_move,Resale,Builder_Floor,12916
673,1400,3,2,Unfurnished,"Indraprastha Apartment, Dwarka Sector 12",dwarka,1,11400000,Ready_to_move,Resale,Apartment,3524
674,1350,4,3,Semi-Furnished,"Mansarowar Park, Shahdara",shahdara,1,11300000,Ready_to_move,New_Property,Builder_Floor,6526
675,950,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,11100000,Ready_to_move,Resale,Apartment,
676,900,2,2,Furnished,Lajpat Nagar 2,Lajpat,2,11000000,Ready_to_move,Resale,Builder_Floor,18507
677,1350,3,3,Semi-Furnished,"Gobind Apartment, Vasundhara Enclave",Vasundhara,1,11000000,Ready_to_move,Resale,Apartment,10000
678,1000,2,3,Semi-Furnished,Kalkaji Extention,kalkaji,1,11000000,Ready_to_move,Resale,Apartment,18000
679,850,2,2,Semi-Furnished,"Mayur Apartment, Rohini Sector 9",Rohini,1,11000000,Ready_to_move,Resale,Apartment,6154
680,900,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,11000000,Ready_to_move,Resale,Builder_Floor,7000
681,880,3,2,Unfurnished,"Arjun Nagar, Safdarjung Enclave",Safdarjung Enclave,1,11000000,Ready_to_move,Resale,Builder_Floor,14818
682,1400,3,2,Unfurnished,"Shantidoot Apartment, Vasundhara Enclave",Vasundhara,1,11000000,Ready_to_move,Resale,Apartment,
683,900,2,2,Unfurnished,"Sukhdev Vihar, Okhla",okhla,1,11000000,Ready_to_move,Resale,Apartment,25512
684,900,2,1,Furnished,Budh Vihar,Budh Vihar,1,11000000,Ready_to_move,Resale,Apartment,
685,1150,2,2,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1150 sqft status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 3 ownership Freehold 2 BHK flat available for sale in sarita vihar excellent interiors flooring in all bedrooms complete wood work modular kitchen beautiful bathrooms extremely well maintained ample parking space read more Contact Agent View Phone No. Share Feedback Lavish Associates Certified Agent Trusted by Users Genuine Listings Market Knowledge",Mathura Road,2,10800000,Ready_to_move,Resale,Apartment,15384
686,1600,3,3,Unfurnished,"New Manglapuri, Sultanpur",sulthanpur,1,10800000,Ready_to_move,Resale,Builder_Floor,3714
687,550,2,2,Semi-Furnished,Malviya Nagar,Malviya Nagar,2,10700000,Ready_to_move,Resale,Builder_Floor,14888
688,1000,2,2,Semi-Furnished,"Kailash Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,10700000,Ready_to_move,Resale,Apartment,10700
689,1350,4,4,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",Vasundhara,1,10500000,Ready_to_move,Resale,Apartment,
690,900,2,2,Semi-Furnished,"Prashant Vihar, Rohini",Rohini,1,10500000,Ready_to_move,Resale,Apartment,6154
691,900,2,2,Unfurnished,Lajpat Nagar,Lajpat,1,10500000,Ready_to_move,New_Property,Builder_Floor,
692,1050,2,2,Unfurnished,"LNT Apartments, Dwarka",dwarka,1,10500000,Ready_to_move,Resale,Apartment,3524
693,900,3,2,Furnished,Patel Nagar West,Patel Nagar,2,10400000,Ready_to_move,Resale,Builder_Floor,11556
694,900,2,2,Unfurnished,Lajpat Nagar 2,Lajpat,1,10300000,Ready_to_move,New_Property,Builder_Floor,7000
695,1530,5,2,Furnished,"Raghubarpura, Shahdara",shahdara,0,10200000,Ready_to_move,Resale,Builder_Floor,6667
696,2250,3,2,None,"Gandhi Nagar, Shahdara",shahdara,0,10000000,Ready_to_move,Resale,None,4444
697,1100,2,2,Semi-Furnished,Vasundhara Enclave,Vasundhara,114,10000000,Ready_to_move,Resale,Apartment,
698,900,2,2,Unfurnished,Lajpat Nagar 1,Lajpat,2,10000000,Ready_to_move,Resale,Builder_Floor,22000
699,1350,4,3,Semi-Furnished,Rohini Sector 24,Rohini,1,10000000,Ready_to_move,Resale,Builder_Floor,6667
700,1300,3,3,Semi-Furnished,Malviya Nagar,Malviya Nagar,1,10000000,Ready_to_move,Resale,Builder_Floor,7200
701,1295,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,10000000,Ready_to_move,New_Property,Apartment,6875
702,1150,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,10000000,Ready_to_move,New_Property,Builder_Floor,6714
703,1200,2,2,Semi-Furnished,"Manglapuri, Sultanpur",sulthanpur,1,10000000,Ready_to_move,Resale,Apartment,8333
704,1000,3,2,Unfurnished,"New Manglapuri, Sultanpur",sulthanpur,1,10000000,Ready_to_move,New_Property,Builder_Floor,3714
705,1050,2,2,Semi-Furnished,"Hindon Apartment, Vasundhara Enclave",Vasundhara,1,10000000,Ready_to_move,Resale,Apartment,10000
706,675,2,2,Semi-Furnished,Karol Bagh,karol bagh,1,10000000,Ready_to_move,Resale,Builder_Floor,14815
707,954,2,2,Unfurnished,Punjabi Bagh East,Punjabi Bhag,1,10000000,Ready_to_move,Resale,Builder_Floor,15278
708,1300,3,2,Semi-Furnished,"Anekant Apartment, Vasundhara Enclave",Vasundhara,2,9800000,Ready_to_move,Resale,Apartment,9655
709,1350,4,3,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",shahdara,2,9500000,Ready_to_move,Resale,Apartment,
710,1000,3,3,Furnished,"DDA Pocket I, Dilshad Garden",Dilshad,1,9500000,Ready_to_move,Resale,Apartment,9500
711,900,3,2,Semi-Furnished,Patel Nagar West,Patel Nagar,1,9500000,Ready_to_move,Resale,Builder_Floor,23840
712,1100,2,2,Semi-Furnished,"Samrat Apartment, Vasundhara Enclave",Vasundhara,1,9500000,Ready_to_move,Resale,Apartment,
713,1076.39,3,2,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,10,9300000,Ready_to_move,Resale,Builder_Floor,8640
714,1425,3,3,Semi-Furnished,"Naveen Shahdara, Shahdara",shahdara,1,9300000,Ready_to_move,Resale,Builder_Floor,6526
715,750,2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",shahdara,0,9200000,Ready_to_move,Resale,Builder_Floor,
716,1300,3,3,Furnished,Vasundhara Enclave,Vasundhara,1,9200000,Ready_to_move,Resale,Apartment,
